family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	recipient_class	recipient_order	donor_class	donor_order
soxy	node_56	node_5	False	False	3	0.03				
soxy	GCF_003544895.1	GCF_044772865.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_55	node_53	False	False	3	0.03				
soxy	GCF_013307225.1	node_93	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_008728195.1	node_158	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_032842945.2	node_147	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_47	GCF_047549485.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_230	GCF_001305595.1	False	True	2	0.02	c__Alphaproteobacteria	o__Azospirillales		
soxy	GCF_014395975.1	node_59	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_032842945.2	node_180	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_191	node_188	False	False	1	0.01				
soxy	node_151	node_168	False	False	2	0.02				
soxy	GCF_050749815.1	node_47	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxy	node_112	node_17	False	False	3	0.03				
soxy	node_29	GCF_050749815.1	False	True	1	0.01	c__Gammaproteobacteria	o__Xanthomonadales		
soxy	GCF_050749815.1	node_38	True	False	3	0.03			c__Gammaproteobacteria	o__Xanthomonadales
soxy	node_182	node_156	False	False	8	0.08				
soxy	node_59	node_71	False	False	4	0.04				
soxy	GCF_001305595.1	node_142	True	False	1	0.01			c__Alphaproteobacteria	o__Azospirillales
soxy	GCF_050749815.1	GCF_047549485.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Xanthomonadales
soxy	GCF_000015585.1	node_112	True	False	3	0.03			c__Gammaproteobacteria	o__Nitrococcales
soxy	node_120	GCF_049949285.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxy	GCF_002795845.1	GCF_001747405.1	True	True	8	0.08	c__Chlorobiia	o__Chlorobiales	c__Gammaproteobacteria	o__Pseudomonadales
soxy	node_45	node_4	False	False	2	0.02				
soxy	GCF_000015725.1	GCF_021049305.1	True	True	5	0.05	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	node_68	GCF_030254645.1	False	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxy	GCF_040269895.1	node_199	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_032842945.2	node_146	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_68	GCF_002222655.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_187	node_189	False	False	2	0.02				
soxy	GCF_001747405.1	node_237	True	False	9	0.09			c__Chlorobiia	o__Chlorobiales
soxy	node_178	node_174	False	False	3	0.03				
soxy	node_74	node_103	False	False	4	0.04				
soxy	node_4	GCF_033723955.1	False	True	2	0.02	c__Gammaproteobacteria	o__Pseudomonadales		
soxy	node_60	node_62	False	False	2	0.02				
soxy	node_164	node_178	False	False	2	0.02				
soxy	node_29	node_34	False	False	2	0.02				
soxy	GCF_000016345.1	node_93	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_236	node_239	False	False	2	0.02				
soxy	node_239	GCF_029318635.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodospirillales		
soxy	node_69	GCF_030254645.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	GCF_026898155.1	node_145	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_152	node_158	False	False	1	0.01				
soxy	node_69	node_72	False	False	1	0.01				
soxy	node_241	node_240	False	False	1	0.01				
soxy	node_20	node_21	False	False	2	0.02				
soxy	GCF_018279705.1	node_127	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_201	GCF_026898155.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales		
soxy	GCF_008728195.1	GCF_029958925.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_214	GCF_000186245.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxy	GCF_000186245.1	node_229	True	False	1	0.01			c__Campylobacteria	o__Campylobacterales
soxy	node_187	GCF_014126615.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxy	node_29	node_40	False	False	17	0.17				
soxy	node_152	node_153	False	False	1	0.01				
soxy	node_187	GCF_008824185.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	GCF_003544895.1	node_153	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_90	GCF_018687595.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_78	node_81	False	False	1	0.01				
soxy	node_142	GCF_001305595.1	False	True	3	0.03	c__Alphaproteobacteria	o__Azospirillales		
soxy	GCF_013283835.1	node_208	True	False	6	0.06			c__Campylobacteria	o__Campylobacterales
soxy	node_42	node_47	False	False	5	0.05				
soxy	node_142	GCF_000022145.1	False	True	3	0.03	c__Myxococcia	o__Myxococcales		
soxy	node_186	node_191	False	False	6	0.06				
soxy	GCF_003574215.1	node_142	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_158	GCF_022788655.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	GCF_000186245.1	node_225	True	False	3	0.03			c__Campylobacteria	o__Campylobacterales
soxy	node_43	node_81	False	False	2	0.02				
soxy	node_58	GCF_000219915.2	False	True	10	0.1	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_49	node_94	False	False	1	0.01				
soxy	GCF_009746125.1	node_55	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_000183725.1	GCF_039645985.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxy	GCF_034555965.2	GCF_000018145.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_008824185.1	node_141	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_017498525.1	GCF_007954405.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	node_167	node_162	False	False	1	0.01				
soxy	node_57	node_42	False	False	3	0.03				
soxy	GCF_034555965.2	GCF_040409955.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_111	GCF_005144885.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxy	node_236	GCF_000183725.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxy	node_71	node_61	False	False	3	0.03				
soxy	GCF_000183725.1	GCF_027943725.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxy	node_236	node_108	False	False	2	0.02				
soxy	GCF_000011965.2	node_171	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_108	GCF_029318635.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodospirillales		
soxy	GCF_009746125.1	node_104	True	False	4	0.04			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_022811525.1	node_85	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_94	GCF_022811525.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	GCF_000018145.1	node_167	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_017498525.1	GCF_003008575.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	node_151	node_158	False	False	2	0.02				
soxy	node_229	GCF_001956695.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxy	node_179	node_164	False	False	1	0.01				
soxy	GCF_024662015.1	node_150	True	False	1	0.01			c__Alphaproteobacteria	o__Thalassobaculales
soxy	node_157	node_167	False	False	2	0.02				
soxy	GCF_001956695.1	node_224	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxy	GCF_000154785.2	GCF_014337925.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_003544895.1	node_179	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_024662015.1	GCF_018282095.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxy	GCF_001956695.1	GCF_000186245.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxy	node_187	node_188	False	False	1	0.01				
soxy	node_224	node_208	False	False	2	0.02				
soxy	GCF_012932215.1	node_170	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_53	node_54	False	False	3	0.03				
soxy	node_151	node_157	False	False	3	0.03				
soxy	GCF_012932215.1	GCF_032842945.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_214	node_229	False	False	3	0.03				
soxy	GCF_012932215.1	GCF_044772865.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_76	node_43	False	False	1	0.01				
soxy	GCF_012932215.1	GCF_026191725.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_144	GCF_024662015.1	False	True	1	0.01	c__Alphaproteobacteria	o__Thalassobaculales		
soxy	GCF_001308265.1	node_187	True	False	9	0.09			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_151	node_167	False	False	1	0.01				
soxy	node_12	GCF_001723605.1	False	True	2	0.02	c__Campylobacteria	o__Campylobacterales		
soxy	node_167	node_156	False	False	1	0.01				
soxy	GCF_047549485.1	node_4	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_38	node_39	False	False	1	0.01				
soxy	node_238	GCF_002795845.1	False	True	2	0.02	c__Gammaproteobacteria	o__Pseudomonadales		
soxy	node_187	node_192	False	False	9	0.09				
soxy	node_227	node_12	False	False	2	0.02				
soxy	node_56	node_68	False	False	1	0.01				
soxy	node_12	node_238	False	False	1	0.01				
soxy	node_230	node_105	False	False	1	0.01				
soxy	node_135	GCF_002215215.1	False	True	5	0.05	c__Gammaproteobacteria	o__Granulosicoccales		
soxy	GCF_044772865.1	node_179	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_182	node_148	False	False	1	0.01				
soxy	node_5	GCF_050749815.1	False	True	1	0.01	c__Gammaproteobacteria	o__Xanthomonadales		
soxy	node_174	GCF_044772865.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_231	node_241	False	False	1	0.01				
soxy	GCF_009497875.2	node_29	True	False	1	0.01			c__Gammaproteobacteria	o__Chromatiales
soxy	node_153	GCF_003544895.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_148	node_192	False	False	2	0.02				
soxy	node_17	node_1	False	False	1	0.01				
soxy	node_153	node_170	False	False	1	0.01				
soxy	node_37	node_34	False	False	1	0.01				
soxy	GCF_047549485.1	node_44	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_5	node_39	False	False	1	0.01				
soxy	node_22	GCF_047549485.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_138	GCF_000967425.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxy	node_65	node_62	False	False	2	0.02				
soxy	node_90	node_85	False	False	1	0.01				
soxy	GCF_050749815.1	node_39	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxy	node_47	node_37	False	False	1	0.01				
soxy	GCF_050749815.1	node_56	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxy	node_39	node_57	False	False	1	0.01				
soxy	node_157	node_166	False	False	1	0.01				
soxy	node_58	node_103	False	False	1	0.01				
soxy	GCF_000202835.1	node_112	True	False	3	0.03			c__Alphaproteobacteria	o__Acetobacterales
soxy	node_56	node_18	False	False	1	0.01				
soxy	node_71	node_65	False	False	3	0.03				
soxy	node_6	GCF_001723605.1	False	True	4	0.04	c__Campylobacteria	o__Campylobacterales		
soxy	node_198	GCF_016653635.2	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxy	node_166	node_174	False	False	1	0.01				
soxy	node_166	GCF_044772865.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_227	node_5	False	False	1	0.01				
soxy	GCF_000015725.1	node_72	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_44	node_5	False	False	3	0.03				
soxy	GCF_003544895.1	node_154	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_69	GCF_002222655.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_146	node_195	False	False	2	0.02				
soxy	node_230	GCF_003574215.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_166	node_178	False	False	2	0.02				
soxy	node_236	node_198	False	False	2	0.02				
soxy	node_137	node_141	False	False	1	0.01				
soxy	node_112	GCF_000202835.1	False	True	4	0.04	c__Alphaproteobacteria	o__Acetobacterales		
soxy	GCF_033723955.1	node_4	True	False	1	0.01			c__Gammaproteobacteria	o__Pseudomonadales
soxy	node_66	GCF_000215705.1	False	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales		
soxy	GCF_014126615.1	GCF_008824185.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxy	node_83	node_80	False	False	1	0.01				
soxy	GCF_029318635.1	node_201	True	False	5	0.05			c__Alphaproteobacteria	o__Rhodospirillales
soxy	node_165	GCF_047715485.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_201	GCF_027923555.1	False	True	3	0.03	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxy	GCF_003065385.1	node_89	True	False	6	0.06			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_40	node_83	False	False	1	0.01				
soxy	node_112	GCF_027923555.1	False	True	1	0.01	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxy	node_236	node_112	False	False	1	0.01				
soxy	node_141	node_137	False	False	3	0.03				
soxy	node_112	GCF_029318635.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodospirillales		
soxy	node_125	node_121	False	False	7	0.07				
soxy	node_112	GCF_016653635.2	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxy	node_158	node_167	False	False	3	0.03				
soxy	node_34	node_37	False	False	6	0.06				
soxy	node_112	node_110	False	False	1	0.01				
soxy	node_112	node_143	False	False	2	0.02				
soxy	GCF_000016345.1	GCF_003065385.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	node_105	node_241	False	False	1	0.01				
soxy	GCF_000016345.1	GCF_013307225.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_000016345.1	node_87	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_000015585.1	node_111	True	False	1	0.01			c__Gammaproteobacteria	o__Nitrococcales
soxy	GCF_016806835.2	GCF_026898155.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxy	node_225	node_205	False	False	1	0.01				
soxy	node_202	node_231	False	False	1	0.01				
soxy	node_112	node_13	False	False	1	0.01				
soxy	node_204	node_7	False	False	1	0.01				
soxy	node_202	GCF_027923555.1	False	True	1	0.01	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxy	node_214	node_225	False	False	2	0.02				
soxy	node_225	node_229	False	False	2	0.02				
soxy	GCF_008824185.1	node_188	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_160	GCF_000018145.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_29	node_4	False	False	1	0.01				
soxy	GCF_002215215.1	node_135	True	False	6	0.06			c__Gammaproteobacteria	o__Granulosicoccales
soxy	GCF_032842945.2	node_178	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_86	GCF_013307225.1	False	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxy	GCF_000186245.1	GCF_001956695.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxy	node_93	node_88	False	False	3	0.03				
soxy	node_229	GCF_000186245.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxy	node_93	node_86	False	False	2	0.02				
soxy	GCF_029958925.1	node_167	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_001305595.1	GCF_003574215.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Azospirillales
soxy	node_29	node_33	False	False	2	0.02				
soxy	GCF_002504165.1	node_183	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_102	node_57	False	False	1	0.01				
soxy	node_38	node_45	False	False	1	0.01				
soxy	node_102	node_39	False	False	4	0.04				
soxy	GCF_047715485.1	node_165	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_50	GCF_001305595.1	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxy	GCF_001305595.1	node_230	True	False	2	0.02			c__Alphaproteobacteria	o__Azospirillales
soxy	node_17	node_230	False	False	1	0.01				
soxy	GCF_044772865.1	GCF_047715485.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_102	GCF_050749815.1	False	True	2	0.02	c__Gammaproteobacteria	o__Xanthomonadales		
soxy	node_165	node_166	False	False	2	0.02				
soxy	node_29	node_67	False	False	1	0.01				
soxy	GCF_029318635.1	node_239	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodospirillales
soxy	GCF_032842945.2	node_176	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_029958925.1	node_165	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_161	node_177	False	False	1	0.01				
soxy	node_67	node_44	False	False	1	0.01				
soxy	GCF_001633165.1	node_152	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_146	GCF_026409565.1	False	True	3	0.03	c__Alphaproteobacteria	o__Sneathiellales		
soxy	GCF_026409565.1	node_136	True	False	4	0.04			c__Alphaproteobacteria	o__Sneathiellales
soxy	node_140	GCF_000192745.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxy	node_67	node_5	False	False	2	0.02				
soxy	node_67	node_18	False	False	1	0.01				
soxy	node_91	node_93	False	False	2	0.02				
soxy	GCF_040269895.1	node_51	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_83	node_43	False	False	3	0.03				
soxy	node_228	node_226	False	False	8	0.08				
soxy	node_41	node_102	False	False	2	0.02				
soxy	GCF_032842945.2	node_179	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_018282095.1	node_184	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_38	node_58	False	False	3	0.03				
soxy	node_50	GCF_040269895.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxy	GCF_016653635.2	node_198	True	False	1	0.01			c__Alphaproteobacteria	o__Azospirillales
soxy	node_184	GCF_002504165.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_45	node_5	False	False	1	0.01				
soxy	node_63	node_59	False	False	1	0.01				
soxy	node_64	node_71	False	False	7	0.07				
soxy	GCF_009746125.1	node_54	True	False	4	0.04			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_003574215.1	node_200	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_240	node_232	False	False	4	0.04				
soxy	node_200	node_230	False	False	1	0.01				
soxy	node_182	node_155	False	False	1	0.01				
soxy	node_160	GCF_008728195.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_75	node_64	False	False	6	0.06				
soxy	node_102	GCF_009746125.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_40	node_45	False	False	3	0.03				
soxy	node_153	GCF_001633165.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_159	GCF_003008555.2	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_87	node_86	False	False	1	0.01				
soxy	node_22	node_18	False	False	4	0.04				
soxy	node_121	node_125	False	False	2	0.02				
soxy	node_68	node_56	False	False	1	0.01				
soxy	node_180	node_158	False	False	1	0.01				
soxy	node_40	node_5	False	False	3	0.03				
soxy	node_185	node_153	False	False	3	0.03				
soxy	node_158	node_182	False	False	1	0.01				
soxy	node_161	GCF_022788655.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	GCF_029958925.1	GCF_000018145.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000016345.1	node_85	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_229	node_205	False	False	1	0.01				
soxy	GCF_018687955.1	node_92	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_029958925.1	GCF_003008555.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_45	GCF_033723955.1	False	True	3	0.03	c__Gammaproteobacteria	o__Pseudomonadales		
soxy	GCF_029953595.1	node_188	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_33	node_25	False	False	1	0.01				
soxy	node_33	node_31	False	False	1	0.01				
soxy	node_44	node_58	False	False	1	0.01				
soxy	node_192	GCF_005234135.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_25	GCF_009497875.2	False	True	1	0.01	c__Gammaproteobacteria	o__Chromatiales		
soxy	GCF_005234135.1	node_186	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_045689235.1	node_21	True	False	4	0.04			c__Gammaproteobacteria	o__Pseudomonadales
soxy	GCF_013307225.1	node_86	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_58	node_65	False	False	2	0.02				
soxy	GCF_008728195.1	node_167	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_167	node_157	False	False	1	0.01				
soxy	node_158	GCF_040409955.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	GCF_000219915.2	node_68	True	False	3	0.03			c__Gammaproteobacteria	o__Burkholderiales
soxy	node_58	node_70	False	False	1	0.01				
soxy	node_239	GCF_016653635.2	False	True	4	0.04	c__Alphaproteobacteria	o__Azospirillales		
soxy	GCF_001620265.1	node_141	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_141	node_191	False	False	1	0.01				
soxy	node_151	GCF_029853695.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_166	node_182	False	False	2	0.02				
soxy	node_166	node_159	False	False	2	0.02				
soxy	node_38	node_49	False	False	1	0.01				
soxy	GCF_015624505.1	node_119	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_30	node_33	False	False	2	0.02				
soxy	node_14	node_204	False	False	2	0.02				
soxy	node_49	node_81	False	False	3	0.03				
soxy	node_209	node_225	False	False	2	0.02				
soxy	node_14	node_5	False	False	1	0.01				
soxy	GCF_000024425.1	node_239	True	False	2	0.02			c__Deinococci	o__Deinococcales
soxy	node_182	GCF_016806125.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	GCF_016806125.1	GCF_039724765.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_57	node_68	False	False	3	0.03				
soxy	node_104	GCF_009746125.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxy	node_168	node_156	False	False	4	0.04				
soxy	GCF_005234135.1	node_189	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_000018145.1	node_155	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_009746125.1	node_53	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_000011965.2	node_170	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_5	node_59	False	False	1	0.01				
soxy	node_30	GCF_026898155.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxy	node_30	GCF_016806835.2	False	True	4	0.04	c__Alphaproteobacteria	o__Azospirillales		
soxy	node_111	node_126	False	False	1	0.01				
soxy	GCF_003065385.1	node_85	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxy	GCF_000192745.1	node_30	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxy	node_151	node_154	False	False	3	0.03				
soxy	node_205	node_206	False	False	1	0.01				
soxy	node_177	GCF_025639885.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_177	GCF_009762325.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxy	node_236	node_205	False	False	2	0.02				
soxy	GCF_003544895.1	node_176	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_027923555.1	node_110	True	False	1	0.01			c__Vulcanimicrobiia	o__Vulcanimicrobiales
soxy	node_209	node_205	False	False	1	0.01				
soxy	node_143	node_130	False	False	2	0.02				
soxy	node_110	node_143	False	False	1	0.01				
soxy	node_36	node_29	False	False	1	0.01				
soxy	node_178	node_164	False	False	2	0.02				
soxy	node_11	GCF_000968535.2	False	True	3	0.03	c__Gammaproteobacteria	o__Methylococcales		
soxy	node_87	node_84	False	False	1	0.01				
soxy	node_51	node_142	False	False	1	0.01				
soxy	node_64	node_63	False	False	1	0.01				
soxy	GCF_003544895.1	node_178	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxy	GCF_026191725.2	node_165	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_018282095.1	node_148	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxy	GCF_001633165.1	node_153	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_17	node_196	False	False	1	0.01				
soxy	GCF_008824185.1	node_186	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxy	node_69	node_57	False	False	1	0.01				
soxy	node_178	node_181	False	False	1	0.01				
