assembly_accession	n_cds	n_sox_hits	n_excluded_pseudogene_or_partial_sox_hits	n_distinct_sox_genes	sox_genes	n_mobile_features	sox_with_mobile_within_20kb	refseq_category	taxid	species_taxid	organism_name	assembly_level	group	genome_size	gc_percent	scaffold_count	contig_count	annotation_provider	annotation_date	ftp_path	gff_url	protein_url	genome_url	gtdb_accession	gtdb_lineage	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	has_soxB	has_carrier_YZ	has_cytochrome_AX	has_dehydrogenase_CD	module_completeness	module_class	gtdb_mapped
GCF_029318635.1	2834	5	0	5	soxa,soxb,soxx,soxy,soxz	35	0	reference genome	1773489	1773489	Varunaivibrio sulfuroxidans	Complete Genome	bacteria	3066297	59.500000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/318/635/GCF_029318635.1_ASM2931863v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/318/635/GCF_029318635.1_ASM2931863v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/318/635/GCF_029318635.1_ASM2931863v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/318/635/GCF_029318635.1_ASM2931863v1//_genomic.fna.gz	RS_GCF_029318635.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetovibrionaceae;g__Varunaivibrio;s__Varunaivibrio sulfuroxidans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetovibrionaceae	g__Varunaivibrio	s__Varunaivibrio sulfuroxidans	True	True	True	False	3	near_complete	True
GCF_029714345.1	8277	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	88	3	reference genome	1419277	1419277	Bradyrhizobium brasilense	Complete Genome	bacteria	8976199	64.000000	1	1	NCBI RefSeq	2026-04-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/345/GCF_029714345.1_ASM2971434v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/345/GCF_029714345.1_ASM2971434v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/345/GCF_029714345.1_ASM2971434v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/345/GCF_029714345.1_ASM2971434v1//_genomic.fna.gz	RS_GCF_029714345.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium australafricanum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium australafricanum	True	True	True	True	4	complete	True
GCF_029714545.1	8300	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	80	0	reference genome	280333	280333	Bradyrhizobium pachyrhizi	Complete Genome	bacteria	8851675	64.000000	1	1	NCBI RefSeq	2026-05-17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/545/GCF_029714545.1_ASM2971454v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/545/GCF_029714545.1_ASM2971454v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/545/GCF_029714545.1_ASM2971454v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/545/GCF_029714545.1_ASM2971454v1//_genomic.fna.gz	RS_GCF_029714545.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium pachyrhizi	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium pachyrhizi	True	True	True	True	4	complete	True
GCF_029853695.1	3354	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	11	0	reference genome	3038773	3038773	Jannaschia ovalis	Complete Genome	bacteria	3320675	70.000000	1	1	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/853/695/GCF_029853695.1_ASM2985369v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/853/695/GCF_029853695.1_ASM2985369v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/853/695/GCF_029853695.1_ASM2985369v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/853/695/GCF_029853695.1_ASM2985369v1//_genomic.fna.gz	RS_GCF_029853695.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia ovalis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Jannaschia	s__Jannaschia ovalis	True	True	True	True	4	complete	True
GCF_029854435.1	6584	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	124	0	reference genome	515361	515361	Neorhizobium petrolearium	Complete Genome	bacteria	6855582	60.500000	3	3	NCBI RefSeq	2026-04-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/435/GCF_029854435.1_ASM2985443v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/435/GCF_029854435.1_ASM2985443v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/435/GCF_029854435.1_ASM2985443v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/435/GCF_029854435.1_ASM2985443v1//_genomic.fna.gz	RS_GCF_029854435.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium petrolearium	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium petrolearium	True	True	True	True	4	complete	True
GCF_029909795.1	4938	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	112	0	reference genome	34007	34007	Paracoccus versutus	Complete Genome	bacteria	4969440	67.500000	2	2	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/909/795/GCF_029909795.1_ASM2990979v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/909/795/GCF_029909795.1_ASM2990979v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/909/795/GCF_029909795.1_ASM2990979v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/909/795/GCF_029909795.1_ASM2990979v1//_genomic.fna.gz	RS_GCF_029909795.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus versutus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus versutus	True	True	True	True	4	complete	True
GCF_029953595.1	3938	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	24	0	reference genome	3042299	3042299	Fuscovulum ytuae	Complete Genome	bacteria	4185011	63.500000	3	3	NCBI RefSeq	2026-03-18	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/953/595/GCF_029953595.1_ASM2995359v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/953/595/GCF_029953595.1_ASM2995359v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/953/595/GCF_029953595.1_ASM2995359v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/953/595/GCF_029953595.1_ASM2995359v1//_genomic.fna.gz	RS_GCF_029953595.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paragemmobacter;s__Paragemmobacter ytuae	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paragemmobacter	s__Paragemmobacter ytuae	True	True	True	True	4	complete	True
GCF_029958925.1	3897	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	39	0	reference genome	3058420	3058420	Tropicibacter oceani	Complete Genome	bacteria	4147834	64.000000	4	4	NCBI RefSeq	2025-11-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/925/GCF_029958925.1_ASM2995892v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/925/GCF_029958925.1_ASM2995892v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/925/GCF_029958925.1_ASM2995892v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/925/GCF_029958925.1_ASM2995892v1//_genomic.fna.gz	RS_GCF_029958925.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pacificoceanicola;s__Pacificoceanicola oceani	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pacificoceanicola	s__Pacificoceanicola oceani	True	True	True	True	4	complete	True
GCF_030254645.1	4855	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	17	0	reference genome	3019553	3019553	Paucibacter sediminis	Complete Genome	bacteria	5324202	68.500000	1	1	NCBI RefSeq	2026-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/645/GCF_030254645.1_ASM3025464v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/645/GCF_030254645.1_ASM3025464v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/645/GCF_030254645.1_ASM3025464v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/645/GCF_030254645.1_ASM3025464v1//_genomic.fna.gz	RS_GCF_030254645.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Paucibacter_B;s__Paucibacter_B sediminis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Paucibacter_B	s__Paucibacter_B sediminis	True	True	True	True	4	complete	True
GCF_030285785.1	4781	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	165	1	reference genome	2997337	2997337	Parasedimentitalea psychrophila	Complete Genome	bacteria	5005898	57.500000	4	4	NCBI RefSeq	2025-11-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/285/785/GCF_030285785.1_ASM3028578v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/285/785/GCF_030285785.1_ASM3028578v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/285/785/GCF_030285785.1_ASM3028578v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/285/785/GCF_030285785.1_ASM3028578v1//_genomic.fna.gz	RS_GCF_030285785.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Parasedimentitalea;s__Parasedimentitalea psychrophila	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Parasedimentitalea	s__Parasedimentitalea psychrophila	True	True	True	True	4	complete	True
GCF_030296055.1	2348	7	0	5	soxa,soxb,soxx,soxy,soxz	14	7	reference genome	2993563	2993563	Hydrogenimonas cancrithermarum	Complete Genome	bacteria	2378694	51.000000	3	3	NCBI RefSeq	2025-11-27	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/055/GCF_030296055.1_ASM3029605v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/055/GCF_030296055.1_ASM3029605v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/055/GCF_030296055.1_ASM3029605v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/055/GCF_030296055.1_ASM3029605v1//_genomic.fna.gz	RS_GCF_030296055.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__Hydrogenimonas cancrithermarum	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__Hydrogenimonas cancrithermarum	True	True	True	False	3	near_complete	True
GCF_030407165.1	3641	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	17	0	reference genome	2978973	2978973	Fontisubflavum oceani	Complete Genome	bacteria	3592879	60.500000	1	1	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/407/165/GCF_030407165.1_ASM3040716v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/407/165/GCF_030407165.1_ASM3040716v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/407/165/GCF_030407165.1_ASM3040716v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/407/165/GCF_030407165.1_ASM3040716v1//_genomic.fna.gz	RS_GCF_030407165.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola;s__Rhodophyticola oceani	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodophyticola	s__Rhodophyticola oceani	True	True	True	True	4	complete	True
GCF_030413175.1	6908	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	68	3	reference genome	3056648	3056648	Bradyrhizobium roseum	Complete Genome	bacteria	7319411	63.500000	1	1	NCBI RefSeq	2025-12-02	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/413/175/GCF_030413175.1_ASM3041317v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/413/175/GCF_030413175.1_ASM3041317v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/413/175/GCF_030413175.1_ASM3041317v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/413/175/GCF_030413175.1_ASM3041317v1//_genomic.fna.gz	RS_GCF_030413175.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium roseum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium roseum	True	True	True	True	4	complete	True
GCF_030863885.1	4523	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	82	1	reference genome	3064531	3064531	Paracoccus actinidiae	Complete Genome	bacteria	4566970	64.000000	1	1	NCBI RefSeq	2025-09-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/863/885/GCF_030863885.1_ASM3086388v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/863/885/GCF_030863885.1_ASM3086388v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/863/885/GCF_030863885.1_ASM3086388v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/863/885/GCF_030863885.1_ASM3086388v1//_genomic.fna.gz	RS_GCF_030863885.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus everestensis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus everestensis	True	True	True	True	4	complete	True
GCF_032397745.1	8426	11	0	6	soxa,soxb,soxc,soxx,soxy,soxz	98	0	reference genome	2854389	2854389	Bradyrhizobium prioriisuperbiae	Complete Genome	bacteria	9083454	63.000000	1	1	NCBI RefSeq	2026-05-06	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/397/745/GCF_032397745.1_ASM3239774v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/397/745/GCF_032397745.1_ASM3239774v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/397/745/GCF_032397745.1_ASM3239774v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/397/745/GCF_032397745.1_ASM3239774v1//_genomic.fna.gz	RS_GCF_032397745.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium_A;s__Bradyrhizobium_A prioriisuperbiae	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium_A	s__Bradyrhizobium_A prioriisuperbiae	True	True	True	True	4	complete	True
GCF_032842945.2	3756	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	46	6	reference genome	3080827	3080827	Roseovarius rhodophyticola	Complete Genome	bacteria	3717200	56.500000	2	2	NCBI RefSeq	2025-04-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/842/945/GCF_032842945.2_ASM3284294v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/842/945/GCF_032842945.2_ASM3284294v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/842/945/GCF_032842945.2_ASM3284294v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/842/945/GCF_032842945.2_ASM3284294v2//_genomic.fna.gz	RS_GCF_032842945.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius rhodophyticola	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseovarius	s__Roseovarius rhodophyticola	True	True	True	True	4	complete	True
GCF_032850805.1	2536	7	0	5	soxa,soxb,soxx,soxy,soxz	67	7	reference genome	223786	223786	Hydrogenimonas thermophila	Complete Genome	bacteria	2544243	33.500000	1	1	NCBI RefSeq	2025-11-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/850/805/GCF_032850805.1_ASM3285080v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/850/805/GCF_032850805.1_ASM3285080v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/850/805/GCF_032850805.1_ASM3285080v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/850/805/GCF_032850805.1_ASM3285080v1//_genomic.fna.gz	RS_GCF_032850805.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__Hydrogenimonas thermophila	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__Hydrogenimonas thermophila	True	True	True	False	3	near_complete	True
GCF_033100095.1	3869	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	90	0	reference genome	3036128	3036128	Diaphorobacter limosus	Complete Genome	bacteria	4099615	66.000000	1	1	NCBI RefSeq	2026-05-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/100/095/GCF_033100095.1_ASM3310009v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/100/095/GCF_033100095.1_ASM3310009v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/100/095/GCF_033100095.1_ASM3310009v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/100/095/GCF_033100095.1_ASM3310009v1//_genomic.fna.gz	RS_GCF_033100095.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Alicycliphilus;s__Alicycliphilus limosus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Alicycliphilus	s__Alicycliphilus limosus	True	True	True	True	4	complete	True
GCF_033723955.1	3460	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	11	0	reference genome	407164	407164	Microbulbifer pacificus	Complete Genome	bacteria	4194096	58.500000	1	1	NCBI RefSeq	2025-11-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/723/955/GCF_033723955.1_ASM3372395v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/723/955/GCF_033723955.1_ASM3372395v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/723/955/GCF_033723955.1_ASM3372395v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/723/955/GCF_033723955.1_ASM3372395v1//_genomic.fna.gz	RS_GCF_033723955.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer pacificus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Microbulbifer	s__Microbulbifer pacificus	True	True	True	True	4	complete	True
GCF_033954455.1	4907	5	0	5	soxa,soxb,soxx,soxy,soxz	216	0	reference genome	2952932	2952932	Thiorhodovibrio litoralis	Complete Genome	bacteria	5466623	61.500000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/954/455/GCF_033954455.1_ASM3395445v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/954/455/GCF_033954455.1_ASM3395445v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/954/455/GCF_033954455.1_ASM3395445v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/954/455/GCF_033954455.1_ASM3395445v1//_genomic.fna.gz	RS_GCF_033954455.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiorhodovibrio;s__Thiorhodovibrio litoralis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiorhodovibrio	s__Thiorhodovibrio litoralis	True	True	True	False	3	near_complete	True
GCF_033971325.1	1898	9	0	5	soxa,soxb,soxx,soxy,soxz	13	4	reference genome	1632018	1632018	Pampinifervens diazotrophicum	Complete Genome	bacteria	1692950	43.500000	1	1	NCBI RefSeq	2025-08-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/971/325/GCF_033971325.1_ASM3397132v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/971/325/GCF_033971325.1_ASM3397132v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/971/325/GCF_033971325.1_ASM3397132v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/971/325/GCF_033971325.1_ASM3397132v1//_genomic.fna.gz	RS_GCF_033971325.1	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Pampinifervens;s__Pampinifervens diazotrophicum	d__Bacteria	p__Aquificota	c__Aquificia	o__Aquificales	f__Aquificaceae	g__Pampinifervens	s__Pampinifervens diazotrophicum	True	True	True	False	3	near_complete	True
GCF_034371605.1	4113	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	71	0	reference genome	1492771	1492771	Limimaricola variabilis	Complete Genome	bacteria	4222525	67.500000	7	7	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/371/605/GCF_034371605.1_ASM3437160v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/371/605/GCF_034371605.1_ASM3437160v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/371/605/GCF_034371605.1_ASM3437160v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/371/605/GCF_034371605.1_ASM3437160v1//_genomic.fna.gz	RS_GCF_034371605.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limimaricola;s__Limimaricola variabilis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limimaricola	s__Limimaricola variabilis	True	True	True	True	4	complete	True
GCF_034376865.1	3870	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	81	0	reference genome	1775881	1775881	Sulfitobacter faviae	Complete Genome	bacteria	3959209	62.500000	8	8	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/376/865/GCF_034376865.1_ASM3437686v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/376/865/GCF_034376865.1_ASM3437686v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/376/865/GCF_034376865.1_ASM3437686v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/376/865/GCF_034376865.1_ASM3437686v1//_genomic.fna.gz	RS_GCF_034376865.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter faviae	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sulfitobacter	s__Sulfitobacter faviae	True	True	True	True	4	complete	True
GCF_034423775.1	3435	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	41	0	reference genome	3103127	3103127	Thalassovivens spotae	Complete Genome	bacteria	3622411	50.500000	1	1	NCBI RefSeq	2026-01-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/423/775/GCF_034423775.1_ASM3442377v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/423/775/GCF_034423775.1_ASM3442377v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/423/775/GCF_034423775.1_ASM3442377v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/423/775/GCF_034423775.1_ASM3442377v1//_genomic.fna.gz										True	True	True	True	4	complete	False
