assembly_accession	cluster_id	window_bp	observed_mobile_count	control_mobile_count_mean	observed_mobile_present	control_mobile_present_mean	controls	count_difference	presence_difference
GCF_026013905.1	GCF_026013905.1:NZ_CP110257.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_026013905.1	GCF_026013905.1:NZ_CP110257.1:sox_cluster_1	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_026013905.1	GCF_026013905.1:NZ_CP110257.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_026013905.1	GCF_026013905.1:NZ_CP110257.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_026013905.1	GCF_026013905.1:NZ_CP110257.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_026191725.2	GCF_026191725.2:NZ_CP120863.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_026191725.2	GCF_026191725.2:NZ_CP120863.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_026191725.2	GCF_026191725.2:NZ_CP120863.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_026210475.1	GCF_026210475.1:NZ_CP080293.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_026210475.1	GCF_026210475.1:NZ_CP080293.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_026210475.1	GCF_026210475.1:NZ_CP080293.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_026409565.1	GCF_026409565.1:NZ_CP112881.1:sox_cluster_1	5000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_026409565.1	GCF_026409565.1:NZ_CP112881.1:sox_cluster_1	10000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_026409565.1	GCF_026409565.1:NZ_CP112881.1:sox_cluster_1	20000	0	0.45	False	0.15	20	-0.45	-0.15
GCF_026427635.1	GCF_026427635.1:NZ_CP102606.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_026427635.1	GCF_026427635.1:NZ_CP102606.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_026427635.1	GCF_026427635.1:NZ_CP102606.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_1	5000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_1	10000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_1	20000	0	0.7	False	0.45	20	-0.7	-0.45
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_2	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_026898155.1	GCF_026898155.1:NZ_CP114029.1:sox_cluster_2	20000	0	0.5	False	0.3	20	-0.5	-0.3
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_3	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_3	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_027594865.1	GCF_027594865.1:NZ_CP089391.1:sox_cluster_3	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_027923555.1	GCF_027923555.1:NZ_AP025523.1:sox_cluster_1	5000	0	1.55	False	0.4	20	-1.55	-0.4
GCF_027923555.1	GCF_027923555.1:NZ_AP025523.1:sox_cluster_1	10000	1	2.45	True	0.7	20	-1.4500000000000002	0.30000000000000004
GCF_027923555.1	GCF_027923555.1:NZ_AP025523.1:sox_cluster_1	20000	4	3.8	True	0.8	20	0.20000000000000018	0.19999999999999996
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_027924165.1	GCF_027924165.1:NZ_AP026973.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_027943725.1	GCF_027943725.1:NZ_AP025696.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_027943725.1	GCF_027943725.1:NZ_AP025696.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_027943725.1	GCF_027943725.1:NZ_AP025696.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_1	5000	0	0.3	False	0.3	20	-0.3	-0.3
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_1	10000	0	0.35	False	0.35	20	-0.35	-0.35
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_1	20000	0	0.85	False	0.5	20	-0.85	-0.5
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_2	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_2	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_027946175.1	GCF_027946175.1:NZ_AP026671.1:sox_cluster_2	20000	0	0.55	False	0.35	20	-0.55	-0.35
GCF_028215975.1	GCF_028215975.1:NZ_CP116458.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_028215975.1	GCF_028215975.1:NZ_CP116458.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_028215975.1	GCF_028215975.1:NZ_CP116458.1:sox_cluster_1	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_028553745.1	GCF_028553745.1:NZ_CP067129.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_028553745.1	GCF_028553745.1:NZ_CP067129.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_028553745.1	GCF_028553745.1:NZ_CP067129.1:sox_cluster_1	20000	0	0.5	False	0.35	20	-0.5	-0.35
GCF_028553805.1	GCF_028553805.1:NZ_CP067140.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_028553805.1	GCF_028553805.1:NZ_CP067140.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_028553805.1	GCF_028553805.1:NZ_CP067140.1:sox_cluster_1	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_028885395.1	GCF_028885395.1:NZ_CP118494.1:sox_cluster_1	5000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_028885395.1	GCF_028885395.1:NZ_CP118494.1:sox_cluster_1	10000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_028885395.1	GCF_028885395.1:NZ_CP118494.1:sox_cluster_1	20000	0	1.05	False	0.5	20	-1.05	-0.5
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_1	20000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_029030725.1	GCF_029030725.1:NZ_CP113162.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_029318635.1	GCF_029318635.1:NZ_CP119676.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029318635.1	GCF_029318635.1:NZ_CP119676.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_029318635.1	GCF_029318635.1:NZ_CP119676.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_1	20000	0	0.4	False	0.35	20	-0.4	-0.35
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_2	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_2	20000	0	0.35	False	0.35	20	-0.35	-0.35
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_3	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_3	10000	1	0.15	True	0.15	20	0.85	0.85
GCF_029714345.1	GCF_029714345.1:NZ_CP121669.1:sox_cluster_3	20000	1	0.2	True	0.2	20	0.8	0.8
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_1	10000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_1	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_2	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_2	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_2	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_029714545.1	GCF_029714545.1:NZ_CP121667.1:sox_cluster_3	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_029853695.1	GCF_029853695.1:NZ_CP122537.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029853695.1	GCF_029853695.1:NZ_CP122537.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_029853695.1	GCF_029853695.1:NZ_CP122537.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_029854435.1	GCF_029854435.1:NZ_CP123000.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029854435.1	GCF_029854435.1:NZ_CP123000.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_029854435.1	GCF_029854435.1:NZ_CP123000.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_029909795.1	GCF_029909795.1:NZ_CP038196.1:sox_cluster_1	5000	0	0.6	False	0.15	20	-0.6	-0.15
GCF_029909795.1	GCF_029909795.1:NZ_CP038196.1:sox_cluster_1	10000	0	0.75	False	0.2	20	-0.75	-0.2
GCF_029909795.1	GCF_029909795.1:NZ_CP038196.1:sox_cluster_1	20000	0	1.2	False	0.35	20	-1.2	-0.35
GCF_029953595.1	GCF_029953595.1:NZ_CP124535.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_029953595.1	GCF_029953595.1:NZ_CP124535.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_029953595.1	GCF_029953595.1:NZ_CP124535.1:sox_cluster_1	20000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_029958925.1	GCF_029958925.1:NZ_CP124616.1:sox_cluster_1	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_029958925.1	GCF_029958925.1:NZ_CP124616.1:sox_cluster_1	10000	0	0.45	False	0.2	20	-0.45	-0.2
GCF_029958925.1	GCF_029958925.1:NZ_CP124616.1:sox_cluster_1	20000	0	0.7	False	0.25	20	-0.7	-0.25
GCF_030254645.1	GCF_030254645.1:NZ_CP116346.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_030254645.1	GCF_030254645.1:NZ_CP116346.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_030254645.1	GCF_030254645.1:NZ_CP116346.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_030285785.1	GCF_030285785.1:NZ_CP127247.1:sox_cluster_1	5000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_030285785.1	GCF_030285785.1:NZ_CP127247.1:sox_cluster_1	10000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_030285785.1	GCF_030285785.1:NZ_CP127247.1:sox_cluster_1	20000	1	1.0	True	0.35	20	0.0	0.65
GCF_030296055.1	GCF_030296055.1:NZ_AP027370.1:sox_cluster_1	5000	1	0.2	True	0.2	20	0.8	0.8
GCF_030296055.1	GCF_030296055.1:NZ_AP027370.1:sox_cluster_1	10000	1	0.2	True	0.2	20	0.8	0.8
GCF_030296055.1	GCF_030296055.1:NZ_AP027370.1:sox_cluster_1	20000	1	0.25	True	0.25	20	0.75	0.75
GCF_030407165.1	GCF_030407165.1:NZ_CP129111.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_030407165.1	GCF_030407165.1:NZ_CP129111.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_030407165.1	GCF_030407165.1:NZ_CP129111.1:sox_cluster_1	20000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_1	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_1	20000	0	0.7	False	0.15	20	-0.7	-0.15
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_2	20000	2	0.0	True	0.0	20	2.0	1.0
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_3	10000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_030413175.1	GCF_030413175.1:NZ_CP129212.1:sox_cluster_3	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_1	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_1	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_1	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_2	5000	1	0.2	True	0.1	20	0.8	0.9
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_2	10000	3	0.5	True	0.25	20	2.5	0.75
GCF_030863885.1	GCF_030863885.1:NZ_CP132956.1:sox_cluster_2	20000	4	0.7	True	0.35	20	3.3	0.65
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_1	5000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_1	10000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_1	20000	0	0.55	False	0.35	20	-0.55	-0.35
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_2	5000	0	0.25	False	0.25	20	-0.25	-0.25
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_2	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_032397745.1	GCF_032397745.1:NZ_CP135921.1:sox_cluster_2	20000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_032842945.2	GCF_032842945.2:NZ_CP146606.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_032842945.2	GCF_032842945.2:NZ_CP146606.1:sox_cluster_1	10000	1	0.0	True	0.0	20	1.0	1.0
GCF_032842945.2	GCF_032842945.2:NZ_CP146606.1:sox_cluster_1	20000	4	0.3	True	0.15	20	3.7	0.85
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_1	5000	0	0.6	False	0.4	20	-0.6	-0.4
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_1	10000	1	0.85	True	0.4	20	0.15000000000000002	0.6
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_1	20000	1	1.5	True	0.6	20	-0.5	0.4
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_2	5000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_2	10000	0	0.55	False	0.4	20	-0.55	-0.4
GCF_032850805.1	GCF_032850805.1:NZ_CP136593.1:sox_cluster_2	20000	1	0.9	True	0.5	20	0.09999999999999998	0.5
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_1	5000	0	0.5	False	0.2	20	-0.5	-0.2
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_1	10000	0	0.7	False	0.25	20	-0.7	-0.25
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_1	20000	0	1.0	False	0.3	20	-1.0	-0.3
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_2	5000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_2	10000	0	0.55	False	0.35	20	-0.55	-0.35
GCF_033100095.1	GCF_033100095.1:NZ_CP136921.1:sox_cluster_2	20000	0	0.95	False	0.55	20	-0.95	-0.55
GCF_033723955.1	GCF_033723955.1:NZ_CP137555.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_033723955.1	GCF_033723955.1:NZ_CP137555.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_033723955.1	GCF_033723955.1:NZ_CP137555.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_1	5000	0	0.55	False	0.2	20	-0.55	-0.2
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_1	10000	0	0.85	False	0.35	20	-0.85	-0.35
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_1	20000	0	1.2	False	0.4	20	-1.2	-0.4
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_2	5000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_2	10000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_033954455.1	GCF_033954455.1:NZ_CP121473.1:sox_cluster_2	20000	0	0.95	False	0.4	20	-0.95	-0.4
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_1	20000	1	0.15	True	0.15	20	0.85	0.85
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_2	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_2	10000	0	0.25	False	0.25	20	-0.25	-0.25
GCF_033971325.1	GCF_033971325.1:NZ_CP117180.1:sox_cluster_2	20000	0	0.45	False	0.35	20	-0.45	-0.35
GCF_034371605.1	GCF_034371605.1:NZ_CP139691.1:sox_cluster_1	5000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_034371605.1	GCF_034371605.1:NZ_CP139691.1:sox_cluster_1	10000	0	0.2	False	0.05	20	-0.2	-0.05
GCF_034371605.1	GCF_034371605.1:NZ_CP139691.1:sox_cluster_1	20000	0	0.4	False	0.15	20	-0.4	-0.15
GCF_034376865.1	GCF_034376865.1:NZ_CP139725.1:sox_cluster_1	5000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_034376865.1	GCF_034376865.1:NZ_CP139725.1:sox_cluster_1	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_034376865.1	GCF_034376865.1:NZ_CP139725.1:sox_cluster_1	20000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_034423775.1	GCF_034423775.1:NZ_CP139918.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_034423775.1	GCF_034423775.1:NZ_CP139918.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_034423775.1	GCF_034423775.1:NZ_CP139918.1:sox_cluster_1	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_3	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_034479635.1	GCF_034479635.1:NZ_CP140153.1:sox_cluster_3	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_034555965.2	GCF_034555965.2:NZ_CP170203.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_034555965.2	GCF_034555965.2:NZ_CP170203.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_034555965.2	GCF_034555965.2:NZ_CP170203.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_035621355.1	GCF_035621355.1:NZ_CP141769.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_035621355.1	GCF_035621355.1:NZ_CP141769.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_035621355.1	GCF_035621355.1:NZ_CP141769.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_036323495.1	GCF_036323495.1:NZ_AP028947.1:sox_cluster_1	5000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_036323495.1	GCF_036323495.1:NZ_AP028947.1:sox_cluster_1	10000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_036323495.1	GCF_036323495.1:NZ_AP028947.1:sox_cluster_1	20000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_037101365.1	GCF_037101365.1:NZ_AP029014.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_037101365.1	GCF_037101365.1:NZ_AP029014.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_037101365.1	GCF_037101365.1:NZ_AP029014.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_1	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_1	10000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_1	20000	0	0.75	False	0.35	20	-0.75	-0.35
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_2	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_038368255.1	GCF_038368255.1:NZ_CP151406.1:sox_cluster_2	20000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_038443675.1	GCF_038443675.1:NZ_CP151762.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_038443675.1	GCF_038443675.1:NZ_CP151762.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_038443675.1	GCF_038443675.1:NZ_CP151762.1:sox_cluster_1	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_039619325.1	GCF_039619325.1:NZ_CP155000.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_039619325.1	GCF_039619325.1:NZ_CP155000.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_039619325.1	GCF_039619325.1:NZ_CP155000.1:sox_cluster_1	20000	2	0.35	True	0.2	20	1.65	0.8
